USF Bull Runner_14,USF Bull Runner_102,28.059207,-82.413012,USF Bull Runner_502,28.053572,-82.416097,,,,,,
0,FALSE,FALSE,51217150000000,1469795697974,28.050414,-82.416192,0,0,0,45,0,fused
1,FALSE,FALSE,51217150000000,1469795697974,28.050414,-82.416192,0,0,0,45,0,fused
2,FALSE,FALSE,51217150000000,1469795697974,28.050414,-82.416192,0,0,0,45,0,fused
3,FALSE,FALSE,51226990833980,1469795709000,28.050456,-82.416202,-15,0,0,11,7,gps
4,FALSE,FALSE,51226990833980,1469795709000,28.050456,-82.416202,-15,0,0,11,7,gps
5,FALSE,FALSE,51227993430386,1469795710000,28.05046,-82.41619,-13,0,0,8,7,gps
6,FALSE,FALSE,51227993430386,1469795710000,28.05046,-82.41619,-13,0,0,8,7,gps
7,FALSE,FALSE,51228995062781,1469795711000,28.050437,-82.416189,-16,0,0,5,8,gps
8,FALSE,FALSE,51228995062781,1469795711000,28.050437,-82.416189,-16,0,0,5,8,gps
9,FALSE,FALSE,51228995062781,1469795711000,28.050437,-82.416189,-16,0,0,5,8,gps
10,FALSE,FALSE,51229997486480,1469795712000,28.050439,-82.416189,-16,0.5,3.9,4,8,gps
11,FALSE,FALSE,51229997486480,1469795712000,28.050439,-82.416189,-16,0.5,3.9,4,8,gps
12,FALSE,FALSE,51230998353406,1469795713000,28.050491,-82.416187,-13,2.75,350.600006,4,8,gps
13,FALSE,FALSE,51230998353406,1469795713000,28.050491,-82.416187,-13,2.75,350.600006,4,8,gps
14,FALSE,FALSE,51231987510645,1469795714000,28.050533,-82.4162,-13,4,347.600006,5,8,gps
15,FALSE,FALSE,51232992923822,1469795715000,28.050601,-82.41621,-11,6.5,348.600006,5,8,gps
16,FALSE,FALSE,51232992923822,1469795715000,28.050601,-82.41621,-11,6.5,348.600006,5,8,gps
17,FALSE,FALSE,51233986579707,1469795716000,28.050649,-82.416213,-12,6.5,349.200012,6,8,gps
18,FALSE,FALSE,51235001361009,1469795717000,28.050764,-82.416199,-13,9.75,355,5,8,gps
19,FALSE,FALSE,51235001361009,1469795717000,28.050764,-82.416199,-13,9.75,355,5,8,gps
20,FALSE,FALSE,51235999450434,1469795718000,28.050887,-82.416201,-14,11.25,358,5,9,gps
21,FALSE,FALSE,51236999469757,1469795719000,28.051006,-82.416202,-13,12.5,359.600006,5,9,gps
22,FALSE,FALSE,51236999469757,1469795719000,28.051006,-82.416202,-13,12.5,359.600006,5,9,gps
23,FALSE,FALSE,51238016057465,1469795720000,28.051129,-82.416203,-15,13.75,0,5,9,gps
24,FALSE,FALSE,51238016057465,1469795720000,28.051129,-82.416203,-15,13.75,0,5,9,gps
25,FALSE,FALSE,51239024991996,1469795721000,28.051271,-82.416204,-16,14.75,0.5,4,9,gps
26,FALSE,FALSE,51239024991996,1469795721000,28.051271,-82.416204,-16,14.75,0.5,4,9,gps
27,FALSE,FALSE,51240016611944,1469795722000,28.051424,-82.416206,-16,15.75,0.2,4,9,gps
28,FALSE,FALSE,51241017222673,1469795723000,28.05156,-82.416196,-17,16.5,0.3,4,10,gps
29,FALSE,FALSE,51241017222673,1469795723000,28.05156,-82.416196,-17,16.5,0.3,4,10,gps
30,FALSE,FALSE,51242005233974,1469795724000,28.051708,-82.416196,-16,17,0.4,4,10,gps
31,TRUE,FALSE,51242996777777,1469795725000,28.051871,-82.416191,-16,17.5,0.1,4,11,gps
32,TRUE,FALSE,51242996777777,1469795725000,28.051871,-82.416191,-16,17.5,0.1,4,11,gps
33,TRUE,FALSE,51244005056578,1469795726000,28.052039,-82.41619,-16,18,0.1,4,11,gps
34,TRUE,FALSE,51244005056578,1469795726000,28.052039,-82.41619,-16,18,0.1,4,11,gps
35,TRUE,FALSE,51244994048921,1469795727000,28.052195,-82.416186,-18,18.5,0.2,4,11,gps
36,TRUE,FALSE,51246009889806,1469795728000,28.052352,-82.416188,-18,18.75,0.2,4,11,gps
37,TRUE,FALSE,51246009889806,1469795728000,28.052352,-82.416188,-18,18.75,0.2,4,11,gps
38,TRUE,FALSE,51246994778191,1469795729000,28.052519,-82.416184,-19,18.75,0.5,4,11,gps
39,TRUE,FALSE,51247999899493,1469795730000,28.052696,-82.416186,-20,18.75,0.4,4,11,gps
40,TRUE,FALSE,51247999899493,1469795730000,28.052696,-82.416186,-20,18.75,0.4,4,11,gps
41,TRUE,FALSE,51248990116836,1469795731000,28.052867,-82.416177,-19,19,0.5,4,11,gps
42,TRUE,FALSE,51248990116836,1469795731000,28.052867,-82.416177,-19,19,0.5,4,11,gps
43,TRUE,FALSE,51248990116836,1469795731000,28.052867,-82.416177,-19,19,0.5,4,11,gps
44,TRUE,FALSE,51248990116836,1469795731000,28.052867,-82.416177,-19,19,0.5,4,11,gps
45,TRUE,FALSE,51249988346368,1469795732000,28.05303,-82.41618,-19,18.75,0.1,4,11,gps
46,TRUE,FALSE,51251000666314,1469795733000,28.053205,-82.416184,-18,18.5,0.1,4,11,gps
47,TRUE,FALSE,51251000666314,1469795733000,28.053205,-82.416184,-18,18.5,0.1,4,11,gps
48,TRUE,FALSE,51252013904595,1469795734000,28.05337,-82.416192,-18,18,0.3,4,11,gps
49,TRUE,FALSE,51252013904595,1469795734000,28.05337,-82.416192,-18,18,0.3,4,11,gps
50,TRUE,TRUE,51253010207304,1469795735000,28.053531,-82.416187,-18,17.75,359.799988,4,11,gps
51,TRUE,TRUE,51254006748085,1469795736000,28.053681,-82.416186,-17,17,0.4,4,11,gps
52,TRUE,TRUE,51254006748085,1469795736000,28.053681,-82.416186,-17,17,0.4,4,11,gps
53,TRUE,TRUE,51254992501469,1469795737000,28.053818,-82.416186,-16,15.5,0.6,3,11,gps
54,TRUE,TRUE,51255994421417,1469795738000,28.053945,-82.41618,-16,13.75,0.5,3,11,gps
55,TRUE,TRUE,51255994421417,1469795738000,28.053945,-82.41618,-16,13.75,0.5,3,11,gps
56,TRUE,TRUE,51256990854126,1469795739000,28.054062,-82.41618,-15,12.5,1.8,3,11,gps
57,TRUE,TRUE,51257992386312,1469795740000,28.054168,-82.416165,-14,12,7.4,3,11,gps
58,TRUE,TRUE,51257992386312,1469795740000,28.054168,-82.416165,-14,12,7.4,3,11,gps
59,TRUE,TRUE,51258998976781,1469795741000,28.054263,-82.416126,-14,11,19.5,3,11,gps
60,TRUE,TRUE,51258998976781,1469795741000,28.054263,-82.416126,-14,11,19.5,3,11,gps
61,TRUE,TRUE,51259994492144,1469795742000,28.054331,-82.416069,-12,10,35.599998,3,11,gps
62,TRUE,TRUE,51261004282405,1469795743000,28.054378,-82.416007,-12,9,47.5,4,11,gps
63,TRUE,TRUE,51261004282405,1469795743000,28.054378,-82.416007,-12,9,47.5,4,11,gps
64,TRUE,TRUE,51261995444175,1469795744000,28.054408,-82.415929,-12,8.25,65.900002,4,11,gps
65,TRUE,TRUE,51262993673602,1469795745000,28.05442,-82.415831,-11,10,82.300003,4,11,gps
66,TRUE,TRUE,51262993673602,1469795745000,28.05442,-82.415831,-11,10,82.300003,4,11,gps
67,TRUE,TRUE,51263992201258,1469795746000,28.054424,-82.415718,-10,11,87.599998,4,11,gps
68,TRUE,TRUE,51264992963445,1469795747000,28.05443,-82.415599,-9,12.25,89.099998,4,11,gps
69,TRUE,TRUE,51264992963445,1469795747000,28.05443,-82.415599,-9,12.25,89.099998,4,11,gps
70,TRUE,TRUE,51265995187611,1469795748000,28.054424,-82.415467,-10,13,89.699997,3,11,gps
71,TRUE,TRUE,51265995187611,1469795748000,28.054424,-82.415467,-10,13,89.699997,3,11,gps
72,TRUE,TRUE,51267000511986,1469795749000,28.05442,-82.415324,-9,14,90.099998,3,11,gps
73,TRUE,TRUE,51267000511986,1469795749000,28.05442,-82.415324,-9,14,90.099998,3,11,gps
74,TRUE,TRUE,51267998383027,1469795750000,28.054422,-82.415175,-8,14.5,88.5,3,11,gps
75,TRUE,TRUE,51268999303078,1469795751000,28.054426,-82.415019,-8,15,87,3,10,gps
76,TRUE,TRUE,51268999303078,1469795751000,28.054426,-82.415019,-8,15,87,3,10,gps
77,TRUE,TRUE,51268999303078,1469795751000,28.054426,-82.415019,-8,15,87,3,10,gps
78,TRUE,TRUE,51268999303078,1469795751000,28.054426,-82.415019,-8,15,87,3,10,gps
79,TRUE,TRUE,51269992011046,1469795752000,28.054439,-82.41487,-7,15.25,86.199997,3,10,gps
80,TRUE,TRUE,51270996068442,1469795753000,28.054451,-82.414722,-6,15.25,85.900002,3,10,gps
81,TRUE,TRUE,51270996068442,1469795753000,28.054451,-82.414722,-6,15.25,85.900002,3,10,gps
82,TRUE,TRUE,51271996710786,1469795754000,28.054464,-82.414562,-6,15.25,86.199997,3,10,gps
83,TRUE,TRUE,51271996710786,1469795754000,28.054464,-82.414562,-6,15.25,86.199997,3,10,gps
84,TRUE,TRUE,51273011286514,1469795755000,28.054472,-82.414412,-5,14.75,87,3,10,gps
85,TRUE,TRUE,51273011286514,1469795755000,28.054472,-82.414412,-5,14.75,87,3,10,gps
86,TRUE,TRUE,51274010976149,1469795756000,28.054471,-82.414282,-6,13.5,87.699997,3,10,gps
87,TRUE,TRUE,51275005990160,1469795757000,28.054475,-82.414161,-5,12,91.199997,3,10,gps
88,TRUE,TRUE,51275005990160,1469795757000,28.054475,-82.414161,-5,12,91.199997,3,10,gps
89,TRUE,TRUE,51276010308909,1469795758000,28.054457,-82.414048,-6,11.25,95,3,10,gps
90,TRUE,TRUE,51276010308909,1469795758000,28.054457,-82.414048,-6,11.25,95,3,10,gps
91,TRUE,TRUE,51277005283023,1469795759000,28.054449,-82.41395,-6,10.25,96,3,10,gps
92,TRUE,TRUE,51277994852919,1469795760000,28.054445,-82.413858,-6,9.25,93.300003,3,10,gps
93,TRUE,TRUE,51277994852919,1469795760000,28.054445,-82.413858,-6,9.25,93.300003,3,10,gps
94,TRUE,TRUE,51278994926096,1469795761000,28.054443,-82.41378,-6,8.5,90.400002,3,10,gps
95,TRUE,TRUE,51278994926096,1469795761000,28.054443,-82.41378,-6,8.5,90.400002,3,10,gps
96,TRUE,TRUE,51280015258542,1469795762000,28.054444,-82.413696,-6,7.75,90.699997,3,10,gps
97,TRUE,TRUE,51280015258542,1469795762000,28.054444,-82.413696,-6,7.75,90.699997,3,10,gps
98,TRUE,TRUE,51281007148699,1469795763000,28.054445,-82.41363,-6,6.75,89.5,3,10,gps
99,TRUE,TRUE,51282015698959,1469795764000,28.054442,-82.413575,-5,5.5,89.599998,3,9,gps
100,TRUE,TRUE,51282015698959,1469795764000,28.054442,-82.413575,-5,5.5,89.599998,3,9,gps
101,TRUE,TRUE,51283018506511,1469795765000,28.054447,-82.413534,-5,4,89.599998,3,9,gps
102,TRUE,TRUE,51283018506511,1469795765000,28.054447,-82.413534,-5,4,89.599998,3,9,gps
